#separator:comma,,,,,,,,,,,,,,
#html:true,,,,,,,,,,,,,,
#deck column:1,,,,,,,,,,,,,,
#tags column:15,,,,,,,,,,,,,,
#columns:Deck,Word,EntryUUID,CardUUID,PartOfSpeech,Grammar,PronunciationIPA,WordAudioURL,DefinitionHTML,Example1HTML,Example2HTML,Example3HTML,Example4HTML,Example5HTML,Tags
COCA-English::04-03001-04000,plain,4df572c1-a7b1-4484-9e87-b31001697ba1,e04af34a-e0c9-548c-8491-bb35b3f9f977,adjective,also more ~; most ~,ˈpleɪn,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/plain001.mp3,complete and total,"His motive was <em>plain</em> [=<em>pure, sheer</em>] greed.",The lawyer stated the <em>plain</em> facts of the case.,Her story is the <em>plain</em> truth.,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,plain,4df572c1-a7b1-4484-9e87-b31001697ba1,1e74c939-8423-55af-8b5d-e3334552e873,adjective,also more ~; most ~,ˈpleɪn,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/plain001.mp3,not unusual or special in any way : ordinary,"We're just <em>plain</em>, hardworking people.",<em>plain</em> common sense,(<em>US</em>) I'm just a <em>plain old</em> country boy.,"(<em>US</em>) All kinds of people attended the event, including politicians, celebrities, and <em>just plain folks</em>. [=ordinary people]",,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,plain,4df572c1-a7b1-4484-9e87-b31001697ba1,5a23b040-ab1b-5063-a5dd-1d30e918b431,adjective,also more ~; most ~,ˈpleɪn,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/plain001.mp3,not handsome or beautiful,She's really kind of <em>plain</em>.,She describes herself as a <em>plain Jane</em>. [=a woman who is ordinary looking and not beautiful or glamorous],,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,plain,d800024a-92e9-4f7e-ab58-bc3f58af6dbe,5bce2705-bdf0-5a25-a03e-0b8a9344ce18,noun,count,ˈpleɪn,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/plain001.mp3,a large area of flat land without trees,the Spanish <em>plain</em>,the Great <em>Plains</em> of the United States,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,plain,8a96845e-2ba7-458c-9a19-4d263cac8b5f,8a8092eb-5c64-549b-a90f-126c1cea670f,adverb,,ˈpleɪn,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/plain001.mp3,truly or completely used to make a statement or description more forceful,"Her answer was misleading, if not <em>plain</em> dishonest.",She <em>plain</em> forgot to call me.,You are <em>just plain</em> wrong.,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,particle,aaf19590-4cc4-4e06-8b45-d583ca1a7ead,1eb774a0-5aea-5bac-9b62-e1283d3e2222,noun,count,ˈpɑɚtɪkəl,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/partic11.mp3,a very small piece of something,fine <em>particles</em> of sand,food <em>particles</em>,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,particle,aaf19590-4cc4-4e06-8b45-d583ca1a7ead,7905d56c-050b-5de6-8af8-3097fe354726,noun,count,ˈpɑɚtɪkəl,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/partic11.mp3,a very small amount of something,There is <em>not a particle of</em> evidence to support their claim.,There is <em>not a particle of</em> truth in what he said.,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,particle,aaf19590-4cc4-4e06-8b45-d583ca1a7ead,2dccb06b-b61c-5bf8-95de-c54346ac1157,noun,count,ˈpɑɚtɪkəl,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/partic11.mp3,"any one of the very small parts of matter (such as a molecule, atom, or electron)",subatomic <em>particles</em>,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,particle,aaf19590-4cc4-4e06-8b45-d583ca1a7ead,18273c62-0d68-5e41-b4f0-a36cf22b3e5a,noun,count,ˈpɑɚtɪkəl,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/partic11.mp3,an adverb or preposition that when combined with a verb creates a phrasal verb,"The phrasal verb ""look up"" consists of the verb ""look"" and the adverbial <em>particle</em> ""up.""",,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,glove,427379c5-e690-4767-9e9b-50d30c72b0e6,35417585-e9b0-545c-bfef-dbffa3d2ba2a,noun,count,ˈglʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/glove001.mp3,a covering for the hand that has separate parts for each finger,a pair of <em>gloves</em>,latex/leather/rubber <em>gloves</em>,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,glove,427379c5-e690-4767-9e9b-50d30c72b0e6,712a5062-2c3e-58a1-9000-2349353f87af,noun,count,ˈglʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/glove001.mp3,a padded leather covering for the hand that is used to catch the ball and that has individual thumb and finger sections,a fielder's <em>glove</em>,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,glove,427379c5-e690-4767-9e9b-50d30c72b0e6,c1a56f79-698a-55d6-a343-3e1fd236a707,noun,count,ˈglʌv,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/glove001.mp3,"a very thick, padded covering for the hand that is worn in the sport of boxing often used figuratively in the phrases <em>take off the gloves</em> and <em>the gloves are off</em> to say that people are beginning to criticize or attack each other in a very harsh and direct way",a boxing <em>glove</em>,The candidates have <em>taken off the gloves</em> and started to make personal attacks against each other.,"It's the end of the campaign, and <em>the gloves are off</em>.",,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,till,0c02d8ac-ebee-46a0-af2b-ff3d4eb189e2,32b6ea87-f207-5f41-a705-d06c52a85a94,preposition,,ˈtɪl,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/till0002.mp3,until,We won't finish <em>till</em> next week.,Wait <em>till</em> next year.,The event doesn't start <em>till</em> tomorrow.,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,till,4bef87c8-4f4a-419b-8e9a-8a814ab568c8,3ee55c00-fc54-5626-859c-2866c17929f4,verb,#NAME?,ˈtɪl,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/till0002.mp3,"to prepare (soil, a piece of land, etc.) for growing crops",The farmers are <em>tilling</em> the soil.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,edit,87333a33-fbb3-40f7-8f24-ce5fc41f0697,8a107927-bf23-5f14-8856-687ce1d8171d,verb,#NAME?,ˈɛdət,https://media.merriam-webster.com/audio/prons/en/us/mp3/e/edit0001.mp3,"to prepare (something written) to be published or used : to make changes, correct mistakes, etc., in (something written)",<em>edit</em> a poem,This chapter needs to be <em>edited</em>.,The book was poorly <em>edited</em>.,The stories have been <em>edited</em> for a younger audience.,Students learn to <em>edit</em> their essays for grammar and punctuation.,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,edit,87333a33-fbb3-40f7-8f24-ce5fc41f0697,3edad938-4bc5-528d-9e50-5ed7a54281d3,verb,#NAME?,ˈɛdət,https://media.merriam-webster.com/audio/prons/en/us/mp3/e/edit0001.mp3,"to prepare (a film, recording, photo, etc.) to be seen or heard : to change, move, or remove parts of (a film, recording, photo, etc.)",The software allows you to <em>edit</em> videos on your computer.,This film has been <em>edited</em> for television.,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,edit,87333a33-fbb3-40f7-8f24-ce5fc41f0697,7b7b6ba0-8a46-52ce-8c03-6f861378d1b0,verb,#NAME?,ˈɛdət,https://media.merriam-webster.com/audio/prons/en/us/mp3/e/edit0001.mp3,to be in charge of the publication of (something),<em>edit</em> a magazine/daily newspaper,an anthology of ancient poetry <em>edited</em> by a local professor,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,moderate,aaebd55a-1bf7-42f1-a4a3-e8f6f19b4ea7,4122692f-150b-567a-8746-71aba8bb0b2c,adjective,,ˈmɑːdərət,https://media.merriam-webster.com/audio/prons/en/us/mp3/m/modera01.mp3,average in size or amount : neither too much nor too little,Her doctor recommended <em>moderate</em> exercise.,There were <em>moderate</em> levels of chemicals in the lake.,drinking <em>moderate</em> amounts of coffee,Most of these medicines relieve mild to <em>moderate</em> pain.,a family of <em>moderate</em> income,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,moderate,aaebd55a-1bf7-42f1-a4a3-e8f6f19b4ea7,8743be6e-556f-5856-a3f2-b3eb88fa3bb0,adjective,,ˈmɑːdərət,https://media.merriam-webster.com/audio/prons/en/us/mp3/m/modera01.mp3,neither very good nor very bad,The group met with only <em>moderate</em> success.,a writer of <em>moderate</em> talent,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,moderate,aaebd55a-1bf7-42f1-a4a3-e8f6f19b4ea7,6023e015-1862-5b79-9e7d-1e80d624d084,adjective,more ~; most ~,ˈmɑːdərət,https://media.merriam-webster.com/audio/prons/en/us/mp3/m/modera01.mp3,not expensive : not too high in price,The hotel offers comfortable rooms at <em>moderate</em> prices.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,moderate,aaebd55a-1bf7-42f1-a4a3-e8f6f19b4ea7,8bf88f9d-d4e9-5ec3-94aa-dbcd498b485a,adjective,more ~; most ~,ˈmɑːdərət,https://media.merriam-webster.com/audio/prons/en/us/mp3/m/modera01.mp3,having or expressing political beliefs that are neither very liberal nor very conservative,Both <em>moderate</em> Democrats and <em>moderate</em> Republicans can agree on this new law.,She holds a <em>moderate</em> position on the subject of taxes.,The group is in need of more <em>moderate</em> voices. [=the group needs more members who do not express extreme ideas],,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,moderate,aaebd55a-1bf7-42f1-a4a3-e8f6f19b4ea7,662b6e68-4ef6-5397-ac51-775b08e60622,adjective,more ~; most ~,ˈmɑːdərət,https://media.merriam-webster.com/audio/prons/en/us/mp3/m/modera01.mp3,"avoiding behavior that goes beyond what is normal, healthy, or acceptable",a <em>moderate</em> eater [=a person who does not eat too much],a <em>moderate</em> diet,He believes that <em>moderate</em> drinking is healthy.,a person of <em>moderate</em> habits,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,moderate,aaebd55a-1bf7-42f1-a4a3-e8f6f19b4ea7,3cb19edd-9421-55f1-93cc-3d6cc7fd9d7b,adjective,more ~; most ~,ˈmɑːdərət,https://media.merriam-webster.com/audio/prons/en/us/mp3/m/modera01.mp3,not showing strong emotions or excitement,"She expressed herself in <em>moderate</em> [=<em>calm</em>, <em>reasonable</em>] language.",,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,moderate,573abd21-bc88-4616-9d1a-e27f668b3c0c,b6c6d7eb-d241-5833-b119-222e5b14e8d1,noun,count,ˈmɑːdərət,https://media.merriam-webster.com/audio/prons/en/us/mp3/m/modera04.mp3,a person whose political ideas are not extreme : a person who has moderate opinions or is a member of a moderate political group,<em>Moderates</em> from both political parties have agreed on an economic plan.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,moderate,3ab856d7-85ab-4fe1-b99e-c377eda26a51,307c3ab0-ae5b-5418-8ff3-1d7773fdf7d1,verb,+ obj; no obj,ˈmɑːdəˌreɪt,https://media.merriam-webster.com/audio/prons/en/us/mp3/m/modera02.mp3,"to make (something) less harsh, strong, or severe or to become less harsh, strong, or severe",The protesters have been unwilling to <em>moderate</em> their demands.,The wind <em>moderated</em> [=<em>lessened</em>] after the storm.,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,moderate,3ab856d7-85ab-4fe1-b99e-c377eda26a51,eba063ae-cd37-5a89-8243-3ba36e0138d5,verb,no obj; + obj,ˈmɑːdəˌreɪt,https://media.merriam-webster.com/audio/prons/en/us/mp3/m/modera02.mp3,to guide a discussion or direct a meeting that involves a group of people,She <em>moderates</em> at our office meetings.,She <em>moderates</em> our discussions so that we don't argue or talk at the same time.,<em>moderate</em> a debate,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,jazz,d1f04ff2-2d65-4d32-a0d4-c200d26b6323,7d0df63f-c17f-549f-bb32-3adb113dffe6,noun,noncount,ˈʤæz,https://media.merriam-webster.com/audio/prons/en/us/mp3/j/jazz0001.mp3,a type of American music with lively rhythms and melodies that are often made up by musicians as they play often used before another noun,He likes/plays <em>jazz</em>.,She was listening to (some) <em>jazz</em>.,a <em>jazz</em> band/festival/musician,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,jazz,d1f04ff2-2d65-4d32-a0d4-c200d26b6323,26471595-946b-5676-a62d-cd49427e03c3,noun,noncount,ˈʤæz,https://media.merriam-webster.com/audio/prons/en/us/mp3/j/jazz0001.mp3,meaningless or foolish talk,What's all this <em>jazz</em> about you leaving?,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,jazz,d1f04ff2-2d65-4d32-a0d4-c200d26b6323,daaa9713-b2eb-5825-8d32-85d4eb564525,noun,noncount,ˈʤæz,https://media.merriam-webster.com/audio/prons/en/us/mp3/j/jazz0001.mp3,similar things : stuff,"She loves hiking, biking, <em>and all that jazz</em>.",,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,infant,710df21d-b726-40b9-af34-ce282566a26f,c5d8c2b5-bed6-5d3e-87ae-67e37ee60345,noun,count,ˈɪnfənt,https://media.merriam-webster.com/audio/prons/en/us/mp3/i/infant01.mp3,a very young child : baby,The <em>infant</em> was healthy.,a study of health problems that can affect young <em>infants</em>,He showed us a picture of his <em>infant</em> daughter.,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,infant,c6e53f03-07fc-4090-a593-a80e4a37fb5b,238f4343-410a-594c-832a-4834edd3ea17,adjective,,ˈɪnfənt,https://media.merriam-webster.com/audio/prons/en/us/mp3/i/infant01.mp3,made or suitable for babies,<em>infant</em> formula,an <em>infant</em> bathtub,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,infant,c6e53f03-07fc-4090-a593-a80e4a37fb5b,1c5aa9fc-f09b-53c4-8c50-e8c8119f580e,adjective,,ˈɪnfənt,https://media.merriam-webster.com/audio/prons/en/us/mp3/i/infant01.mp3,"of, relating to, or for children between the ages of about four and seven",children attending <em>infant school</em> [=a school for young children],She is an <em>infant teacher</em>.,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,infant,c6e53f03-07fc-4090-a593-a80e4a37fb5b,5c853bdc-5625-5e7c-bf59-8ee84fd7db42,adjective,,ˈɪnfənt,https://media.merriam-webster.com/audio/prons/en/us/mp3/i/infant01.mp3,very new and still developing,our <em>infant</em> steel industry,an <em>infant</em> navy,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,summary,e6776246-de17-4061-9433-ac48465e0226,f157d23f-41a1-5db8-8607-0cfd63e44c18,noun,count,ˈsʌməri,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/summar06.mp3,a brief statement that gives the most important information about something,He concluded the report with a brief <em>summary</em>.,a chapter/plot <em>summary</em>,They gave a <em>summary</em> of their progress in building the bridge.,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,summary,328d4b53-bb85-4ee6-afdb-63d4cb7012d3,c33e09d7-c654-5d95-84e0-c044d01d12d0,adjective,,ˈsʌməri,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/summar06.mp3,using few words to give the most important information about something,a <em>summary</em> account of the accident,a <em>summary</em> report,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,summary,328d4b53-bb85-4ee6-afdb-63d4cb7012d3,8c9b03f4-f414-5886-938f-6db1c72867c6,adjective,,ˈsʌməri,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/summar06.mp3,done quickly in a way that does not follow the normal process,a <em>summary</em> dismissal/execution/judgment,a <em>summary</em> court proceeding,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,server,db57a99a-2f4e-467c-a538-29b7dceb5919,7e47ee0a-58c7-559a-ac63-0ebfd69011f6,noun,count,ˈsɚvɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/server01.mp3,a person who brings your food and drinks at a restaurant : a waiter or waitress,She asked our <em>server</em> for another glass of wine.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,server,db57a99a-2f4e-467c-a538-29b7dceb5919,0a5097d2-1d12-5de5-af3c-7297d44629b0,noun,count,ˈsɚvɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/server01.mp3,the main computer in a network which provides files and services that are used by the other computers,the file/mail/Web <em>server</em>,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,radiation,43df5483-9f4d-42d4-bede-7bc8e3649101,053e7706-7c6d-51d0-975c-009b6a366423,noun,noncount,ˌreɪdiˈeɪʃən,https://media.merriam-webster.com/audio/prons/en/us/mp3/r/radiat03.mp3,a type of dangerous and powerful energy that is produced by radioactive substances and nuclear reactions,She was exposed to high levels of <em>radiation</em>.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,radiation,43df5483-9f4d-42d4-bede-7bc8e3649101,e626a589-921a-510a-98e3-951d0153a48d,noun,noncount,ˌreɪdiˈeɪʃən,https://media.merriam-webster.com/audio/prons/en/us/mp3/r/radiat03.mp3,the use of controlled amounts of radiation for the treatment of diseases (such as cancer),He goes in for <em>radiation</em> next week.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,radiation,43df5483-9f4d-42d4-bede-7bc8e3649101,1aab159f-16b5-59fd-b497-b917c706d4ea,noun,noncount,ˌreɪdiˈeɪʃən,https://media.merriam-webster.com/audio/prons/en/us/mp3/r/radiat03.mp3,energy that comes from a source in the form of waves or rays you cannot see,ultraviolet <em>radiation</em>,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,radiation,43df5483-9f4d-42d4-bede-7bc8e3649101,0ea3d372-d71a-53c5-a625-bda8ac9c2c0b,noun,noncount,ˌreɪdiˈeɪʃən,https://media.merriam-webster.com/audio/prons/en/us/mp3/r/radiat03.mp3,the process of giving off energy in the form of waves or rays you cannot see,the sun's <em>radiation</em> of heat,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,prompt,dda7788a-f5e2-4bbe-a9b6-a41347a93681,865ff737-6ba7-5a6f-8164-f734df721b40,verb,#NAME?,ˈprɑːmpt,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/prompt01.mp3,to cause (someone) to do something,Curiosity <em>prompted</em> her to ask a few questions.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,prompt,dda7788a-f5e2-4bbe-a9b6-a41347a93681,fb635b71-d05c-5556-b59a-95f6d8982d65,verb,#NAME?,ˈprɑːmpt,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/prompt01.mp3,to be the cause of (something),Pride <em>prompted</em> his angry response.,The evidence <em>prompted</em> a criminal investigation.,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,prompt,dda7788a-f5e2-4bbe-a9b6-a41347a93681,1fa5b7f3-d578-5c07-9df5-56a967bbc12c,verb,#NAME?,ˈprɑːmpt,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/prompt01.mp3,to say (something that encourages a person to talk),"""Did you hear me?"" he <em>prompted</em> when his friend did not respond to his first question.",,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,prompt,dda7788a-f5e2-4bbe-a9b6-a41347a93681,15a6fd53-3dc8-5ce7-92a9-5f3a04b45995,verb,#NAME?,ˈprɑːmpt,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/prompt01.mp3,to say the lines of a play to (an actor who has forgotten them) : to give a prompt to (an actor),The actor had to be <em>prompted</em> by someone who was standing offstage.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,prompt,dda7788a-f5e2-4bbe-a9b6-a41347a93681,cec1cc65-317b-5acb-b154-1f6152896c11,verb,#NAME?,ˈprɑːmpt,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/prompt01.mp3,to show a message that tells (a user) to do something,The computer/program <em>prompted</em> me to type in a number.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,prompt,73cbb423-5de2-4ce4-b9af-99c56f2f2645,77c9448d-22b0-52c8-971b-973dda921ac4,adjective,also more ~; most ~,ˈprɑːmpt,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/prompt01.mp3,done or given without delay,The victims need <em>prompt</em> [=<em>immediate</em>] medical assistance.,We always get <em>prompt</em> service at that restaurant.,He was offered <em>prompt</em> access to the data he needed.,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,prompt,73cbb423-5de2-4ce4-b9af-99c56f2f2645,19e9d940-07fc-5cd6-b350-72eb66c0870d,adjective,also more ~; most ~,ˈprɑːmpt,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/prompt01.mp3,arriving or doing something at the expected time or without delay,They were very <em>prompt</em> about responding to my request.,Please try to be <em>prompt</em> [=<em>punctual</em>] about keeping appointments.,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,prompt,a63970b6-d6bb-4d18-aa3d-9f6b74b5a80d,7231d3c0-abf0-5687-b1aa-1590d9883d4f,noun,count,ˈprɑːmpt,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/prompt01.mp3,the lines of a play that are said to an actor who has forgotten them,The actor was given a <em>prompt</em> by someone offstage.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,prompt,a63970b6-d6bb-4d18-aa3d-9f6b74b5a80d,98741492-1e61-53da-9d2b-373249393845,noun,count,ˈprɑːmpt,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/prompt01.mp3,a message that appears on a computer screen asking the user to do something or to provide information,a computer <em>prompt</em>,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,prompt,0d280b9d-a0f2-4ba7-bf7e-1bea6cb1e485,a1cd4b11-7eec-50c1-bd4d-5732e92288cd,adverb,,ˈprɑːmpt,https://media.merriam-webster.com/audio/prons/en/us/mp3/p/prompt01.mp3,exactly at the time stated,The meeting will begin at 9 a.m. <em>prompt</em>. [=(<em>US</em>) <em>sharp</em>],,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,composition,50502d10-d557-43b3-9116-55140378cb45,a51fcaca-129b-548e-88bc-6002d636fe58,noun,noncount,ˌkɑːmpəˈzɪʃən,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/compos08.mp3,the way in which something is put together or arranged the combination of parts or elements that make up something,the painting's unique <em>composition</em>,Each rock has a slightly different <em>composition</em>. [=<em>makeup</em>],the changing <em>composition</em> of the country's population,the <em>composition</em> of a chemical compound,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,composition,50502d10-d557-43b3-9116-55140378cb45,734da5d8-4dc4-5b7f-8538-10aeb6d2974b,noun,count,ˌkɑːmpəˈzɪʃən,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/compos08.mp3,a piece of writing,Is this poem an original <em>composition</em>? [=did you write this poem yourself?],,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,composition,50502d10-d557-43b3-9116-55140378cb45,783deb39-ffcf-5b74-9cb9-7e03bb52c67e,noun,count,ˌkɑːmpəˈzɪʃən,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/compos08.mp3,a brief essay written as a school assignment,The teacher reminded us to hand in our <em>compositions</em> at the end of class.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,composition,50502d10-d557-43b3-9116-55140378cb45,703c42d9-f0ee-52cc-8c75-b229a50cf6c5,noun,count,ˌkɑːmpəˈzɪʃən,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/compos08.mp3,a written piece of music and especially one that is very long or complex,a famous classical <em>composition</em>,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,composition,50502d10-d557-43b3-9116-55140378cb45,2186f495-91b8-59e2-bba7-67d0a17d7dde,noun,noncount,ˌkɑːmpəˈzɪʃən,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/compos08.mp3,the art or process of writing words or music,She studies musical theory and <em>composition</em>.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,assert,715a4c4b-cb1b-45bf-9ba4-2c4efa5c615f,5c2782f6-3018-5c73-8ad7-9866b3e61ecd,verb,#NAME?,əˈsɚt,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/assert01.mp3,to state (something) in a strong and definite way,"""Poverty is the city's most serious problem,"" the authors <em>assert</em>. = The authors <em>assert</em> that poverty is the city's most serious problem.",He <em>asserted</em> that there were spies in the government.,"Despite the evidence against him, he has continued to <em>assert</em> his innocence. [=has continued to say that he is innocent]",,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,assert,715a4c4b-cb1b-45bf-9ba4-2c4efa5c615f,d07a64ab-4240-59fe-bdee-edc89ed17f1a,verb,#NAME?,əˈsɚt,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/assert01.mp3,to demand that other people accept or respect (something),She <em>asserted</em> her independence from her parents by getting her own apartment.,The boss was reluctant to <em>assert</em> his authority over his employees.,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,discourse,e3080658-f9cf-4ea8-9afc-453f95b68c45,b0f0e009-ced2-5081-9d25-d28f58c15c8f,noun,noncount,ˈdɪsˌkoɚs,https://media.merriam-webster.com/audio/prons/en/us/mp3/d/discou11.mp3,the use of words to exchange thoughts and ideas,It's a word that doesn't have much use in ordinary <em>discourse</em>. [=<em>conversation</em>],He likes to engage in lively <em>discourse</em> with his visitors.,public/political <em>discourse</em>,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,discourse,e3080658-f9cf-4ea8-9afc-453f95b68c45,071df932-6edc-5a22-abfd-a27bbb9308a7,noun,count,ˈdɪsˌkoɚs,https://media.merriam-webster.com/audio/prons/en/us/mp3/d/discou11.mp3,a long talk or piece of writing about a subject,She delivered an entertaining <em>discourse</em> on the current state of the film industry.,,,,,COCA-English::2026-04-04 COCA-English::04-03001-04000
COCA-English::04-03001-04000,dump,46ef9ef8-9500-4b09-9430-13f7e9abb01f,b676794c-215e-564e-9c96-b3760c27d10a,verb,#NAME?,ˈdʌmp,https://media.merriam-webster.com/audio/prons/en/us/mp3/d/dump0001.mp3,to put (something) somewhere in a quick and careless way sometimes used figuratively,You can <em>dump</em> the coats on the bed.,I <em>dumped</em> the coffee down the drain.,The murderer <em>dumped</em> the body in the river.,The blizzard <em>dumped</em> three feet of snow in one night.,,COCA-English::2026-04-04 COCA-English::04-03001-04000
